note_id,etudiant_id,module,filiere,note,semestre,annee,mention
934,156,Réseaux,Informatique,11.16,2,2023,Passable
935,156,Bases de Données,Informatique,4.47,1,2023,Échec
936,156,IA,Informatique,7.8,1,2023,Échec
937,157,Biochimie Méd.,Médecine,3.69,2,2020,Échec
938,157,Physiologie,Médecine,11.15,2,2020,Passable
939,157,Biochimie Méd.,Médecine,13.64,1,2020,Assez Bien
940,157,Sémiologie,Médecine,10.49,1,2020,Passable
941,157,Biochimie Méd.,Médecine,10.68,2,2020,Passable
942,157,Physiologie,Médecine,14.35,1,2020,Bien
943,158,Analyse Numérique,Mathématiques,12.0,2,2021,Assez Bien
944,158,Probabilités,Mathématiques,9.52,1,2021,Échec
945,158,Topologie,Mathématiques,12.44,1,2021,Assez Bien
946,158,Probabilités,Mathématiques,6.69,1,2021,Échec
947,158,Analyse Numérique,Mathématiques,13.12,2,2021,Assez Bien
948,158,Statistiques,Mathématiques,6.76,2,2021,Échec
949,159,Génétique,Biologie,8.39,2,2021,Échec
950,159,Physiologie,Biologie,12.56,1,2021,Assez Bien
951,159,Biologie Cellulaire,Biologie,7.65,1,2021,Échec
952,159,Biochimie,Biologie,7.53,2,2021,Échec
953,159,Génétique,Biologie,7.04,2,2021,Échec
954,159,Microbiologie,Biologie,4.69,2,2021,Échec
955,160,Systèmes d'exploitation,Informatique,10.79,1,2021,Passable
956,160,Bases de Données,Informatique,9.61,2,2021,Échec
957,160,Programmation C,Informatique,11.4,2,2021,Passable
958,160,Réseaux,Informatique,17.61,2,2021,Très Bien
959,160,Bases de Données,Informatique,16.62,1,2021,Très Bien
960,160,Réseaux,Informatique,4.23,2,2021,Échec
961,161,Microbiologie,Biologie,9.13,1,2020,Échec
962,161,Écologie,Biologie,8.55,1,2020,Échec
963,161,Biologie Cellulaire,Biologie,11.56,2,2020,Passable
964,161,Écologie,Biologie,11.77,2,2020,Passable
965,161,Biochimie,Biologie,15.18,1,2020,Bien
966,161,Génétique,Biologie,10.77,1,2020,Passable
967,162,Comptabilité,Économie,13.02,2,2023,Assez Bien
968,162,Statistiques Éco,Économie,13.34,1,2023,Assez Bien
969,162,Statistiques Éco,Économie,17.19,2,2023,Très Bien
970,162,Microéconomie,Économie,2.76,1,2023,Échec
971,162,Microéconomie,Économie,9.68,1,2023,Échec
972,162,Finance,Économie,14.1,2,2023,Bien
973,163,Pathologie,Médecine,10.04,1,2020,Passable
974,163,Physiologie,Médecine,9.55,1,2020,Échec
975,163,Sémiologie,Médecine,10.09,2,2020,Passable
976,163,Pharmacologie,Médecine,1.75,1,2020,Échec
977,163,Physiologie,Médecine,5.42,2,2020,Échec
978,163,Biochimie Méd.,Médecine,6.96,2,2020,Échec
979,164,IA,Informatique,10.64,1,2023,Passable
980,164,Programmation C,Informatique,1.64,1,2023,Échec
981,164,Programmation C,Informatique,11.72,2,2023,Passable
982,164,Bases de Données,Informatique,14.12,1,2023,Bien
983,164,Réseaux,Informatique,4.93,1,2023,Échec
984,164,Bases de Données,Informatique,9.7,2,2023,Échec
985,165,Statistiques,Mathématiques,6.78,1,2020,Échec
986,165,Probabilités,Mathématiques,1.62,2,2020,Échec
987,165,Analyse Numérique,Mathématiques,8.69,1,2020,Échec
988,165,Analyse Numérique,Mathématiques,13.54,1,2020,Assez Bien
989,165,Analyse Numérique,Mathématiques,16.18,2,2020,Très Bien
990,165,Topologie,Mathématiques,8.04,2,2020,Échec
991,166,Biochimie Méd.,Médecine,7.01,1,2022,Échec
992,166,Sémiologie,Médecine,6.24,1,2022,Échec
993,166,Pharmacologie,Médecine,4.29,2,2022,Échec
994,166,Biochimie Méd.,Médecine,16.66,2,2022,Très Bien
995,166,Anatomie,Médecine,17.19,2,2022,Très Bien
996,166,Physiologie,Médecine,8.38,1,2022,Échec
997,167,Droit Administratif,Droit,5.42,2,2023,Échec
998,167,Droit Civil,Droit,4.95,2,2023,Échec
999,167,Droit Civil,Droit,15.22,2,2023,Bien
1000,167,Droit Int.,Droit,2.49,2,2023,Échec
1001,167,Droit Commercial,Droit,9.33,1,2023,Échec
1002,167,Droit Pénal,Droit,2.99,2,2023,Échec
1003,168,Marketing,Économie,14.82,2,2021,Bien
1004,168,Finance,Économie,12.69,1,2021,Assez Bien
1005,168,Microéconomie,Économie,9.39,2,2021,Échec
1006,168,Statistiques Éco,Économie,9.02,1,2021,Échec
1007,168,Microéconomie,Économie,6.43,2,2021,Échec
1008,168,Marketing,Économie,14.29,1,2021,Bien
1009,169,Béton Armé,Génie Civil,13.64,1,2023,Assez Bien
1010,169,Matériaux,Génie Civil,15.04,2,2023,Bien
1011,169,Hydraulique,Génie Civil,3.24,1,2023,Échec
1012,169,Hydraulique,Génie Civil,13.44,1,2023,Assez Bien
1013,169,Structures,Génie Civil,8.03,2,2023,Échec
1014,169,Mécanique des Sols,Génie Civil,9.03,1,2023,Échec
1015,170,Statistiques,Mathématiques,8.31,2,2020,Échec
1016,170,Topologie,Mathématiques,13.96,1,2020,Assez Bien
1017,170,Analyse 1,Mathématiques,19.58,1,2020,Très Bien
1018,170,Analyse 1,Mathématiques,8.1,2,2020,Échec
1019,170,Algèbre 1,Mathématiques,10.42,1,2020,Passable
1020,170,Statistiques,Mathématiques,18.8,2,2020,Très Bien
1021,171,Physique Quantique,Physique,10.89,2,2020,Passable
1022,171,Électromagnétisme,Physique,12.72,1,2020,Assez Bien
1023,171,Mécanique,Physique,10.16,2,2020,Passable
1024,171,Relativité,Physique,6.81,2,2020,Échec
1025,171,Mécanique,Physique,11.43,2,2020,Passable
1026,171,Thermodynamique,Physique,13.66,2,2020,Assez Bien
1027,172,Signal,Génie Électrique,16.39,1,2022,Très Bien
1028,172,Automatique,Génie Électrique,16.75,1,2022,Très Bien
1029,172,Signal,Génie Électrique,14.01,1,2022,Bien
1030,172,Automatique,Génie Électrique,17.43,2,2022,Très Bien
1031,172,Électrotechnique,Génie Électrique,4.55,2,2022,Échec
1032,172,Énergie,Génie Électrique,5.12,2,2022,Échec
1033,173,Béton Armé,Génie Civil,13.13,2,2020,Assez Bien
1034,173,Structures,Génie Civil,11.14,2,2020,Passable
1035,173,Structures,Génie Civil,11.93,2,2020,Passable
1036,173,Structures,Génie Civil,14.82,2,2020,Bien
1037,173,Béton Armé,Génie Civil,12.15,2,2020,Assez Bien
1038,173,Mécanique des Sols,Génie Civil,11.78,2,2020,Passable
1039,174,Probabilités,Mathématiques,20.0,1,2022,Très Bien
1040,174,Analyse 1,Mathématiques,10.81,2,2022,Passable
1041,174,Topologie,Mathématiques,8.52,2,2022,Échec
1042,174,Analyse Numérique,Mathématiques,8.68,2,2022,Échec
1043,174,Algèbre 1,Mathématiques,16.02,1,2022,Très Bien
1044,174,Probabilités,Mathématiques,9.98,1,2022,Échec
1045,175,Énergie,Génie Électrique,7.36,2,2020,Échec
1046,175,Électrotechnique,Génie Électrique,11.16,1,2020,Passable
1047,175,Automatique,Génie Électrique,9.95,2,2020,Échec
1048,175,Électronique,Génie Électrique,6.87,2,2020,Échec
1049,175,Électronique,Génie Électrique,15.66,2,2020,Bien
1050,175,Télécoms,Génie Électrique,10.37,2,2020,Passable
1051,176,Écologie,Biologie,9.32,2,2022,Échec
1052,176,Biochimie,Biologie,19.01,2,2022,Très Bien
1053,176,Écologie,Biologie,13.72,2,2022,Assez Bien
1054,176,Génétique,Biologie,8.83,2,2022,Échec
1055,176,Biologie Cellulaire,Biologie,11.5,1,2022,Passable
1056,176,Biologie Cellulaire,Biologie,12.24,2,2022,Assez Bien
1057,177,Probabilités,Mathématiques,13.32,1,2021,Assez Bien
1058,177,Statistiques,Mathématiques,14.84,1,2021,Bien
1059,177,Statistiques,Mathématiques,7.1,2,2021,Échec
1060,177,Statistiques,Mathématiques,15.93,2,2021,Bien
1061,177,Analyse 1,Mathématiques,15.55,1,2021,Bien
1062,177,Probabilités,Mathématiques,4.38,1,2021,Échec
1063,178,Électrotechnique,Génie Électrique,12.71,1,2023,Assez Bien
1064,178,Télécoms,Génie Électrique,9.14,2,2023,Échec
1065,178,Énergie,Génie Électrique,15.11,1,2023,Bien
1066,178,Énergie,Génie Électrique,7.64,1,2023,Échec
1067,178,Signal,Génie Électrique,13.64,2,2023,Assez Bien
1068,178,Télécoms,Génie Électrique,9.56,1,2023,Échec
1069,179,Biochimie Méd.,Médecine,16.97,1,2020,Très Bien
1070,179,Pharmacologie,Médecine,11.98,2,2020,Passable
1071,179,Sémiologie,Médecine,12.71,2,2020,Assez Bien
1072,179,Physiologie,Médecine,10.18,1,2020,Passable
1073,179,Anatomie,Médecine,4.92,2,2020,Échec
1074,179,Pharmacologie,Médecine,12.55,2,2020,Assez Bien
1075,180,Topologie,Mathématiques,9.05,1,2022,Échec
1076,180,Analyse Numérique,Mathématiques,8.0,2,2022,Échec
1077,180,Probabilités,Mathématiques,20.0,1,2022,Très Bien
1078,180,Algèbre 1,Mathématiques,5.61,1,2022,Échec
1079,180,Analyse Numérique,Mathématiques,9.53,1,2022,Échec
1080,180,Topologie,Mathématiques,18.0,2,2022,Très Bien
1081,181,Électronique,Génie Électrique,8.98,2,2022,Échec
1082,181,Électronique,Génie Électrique,12.49,1,2022,Assez Bien
1083,181,Électrotechnique,Génie Électrique,14.62,2,2022,Bien
1084,181,Télécoms,Génie Électrique,16.94,1,2022,Très Bien
1085,181,Électronique,Génie Électrique,8.84,2,2022,Échec
1086,181,Télécoms,Génie Électrique,17.86,1,2022,Très Bien
1087,182,Probabilités,Mathématiques,7.18,1,2022,Échec
1088,182,Statistiques,Mathématiques,4.48,2,2022,Échec
1089,182,Statistiques,Mathématiques,5.91,2,2022,Échec
1090,182,Analyse 1,Mathématiques,11.76,2,2022,Passable
1091,182,Probabilités,Mathématiques,7.78,2,2022,Échec
1092,182,Analyse 1,Mathématiques,8.2,1,2022,Échec
1093,183,Systèmes d'exploitation,Informatique,8.57,1,2021,Échec
1094,183,IA,Informatique,14.74,1,2021,Bien
1095,183,Réseaux,Informatique,5.31,1,2021,Échec
1096,183,Bases de Données,Informatique,10.02,2,2021,Passable
1097,183,Réseaux,Informatique,17.32,2,2021,Très Bien
1098,183,Programmation C,Informatique,14.43,1,2021,Bien
1099,184,Physiologie,Biologie,17.29,2,2021,Très Bien
1100,184,Microbiologie,Biologie,6.6,1,2021,Échec
1101,184,Biochimie,Biologie,12.08,1,2021,Assez Bien
1102,184,Biochimie,Biologie,11.56,2,2021,Passable
1103,184,Écologie,Biologie,15.88,2,2021,Bien
1104,184,Microbiologie,Biologie,14.29,2,2021,Bien
1105,185,Systèmes d'exploitation,Informatique,15.12,1,2023,Bien
1106,185,IA,Informatique,13.33,2,2023,Assez Bien
1107,185,Programmation C,Informatique,12.73,1,2023,Assez Bien
1108,185,Algorithmique,Informatique,3.5,2,2023,Échec
1109,185,IA,Informatique,9.43,2,2023,Échec
1110,185,IA,Informatique,16.08,2,2023,Très Bien
1111,186,Procédure Civile,Droit,12.3,1,2022,Assez Bien
1112,186,Droit Pénal,Droit,7.58,1,2022,Échec
1113,186,Droit Civil,Droit,10.9,1,2022,Passable
1114,186,Droit Administratif,Droit,5.56,1,2022,Échec
1115,186,Droit Civil,Droit,10.48,2,2022,Passable
1116,186,Droit Administratif,Droit,11.4,2,2022,Passable
1117,187,Analyse Numérique,Mathématiques,16.3,2,2022,Très Bien
1118,187,Probabilités,Mathématiques,9.84,2,2022,Échec
1119,187,Analyse Numérique,Mathématiques,8.18,2,2022,Échec
1120,187,Probabilités,Mathématiques,5.56,1,2022,Échec
1121,187,Algèbre 1,Mathématiques,12.72,1,2022,Assez Bien
1122,187,Analyse Numérique,Mathématiques,12.95,1,2022,Assez Bien
1123,188,Analyse 1,Mathématiques,12.47,1,2023,Assez Bien
1124,188,Statistiques,Mathématiques,16.6,1,2023,Très Bien
1125,188,Analyse 1,Mathématiques,9.6,2,2023,Échec
1126,188,Statistiques,Mathématiques,15.24,1,2023,Bien
1127,188,Analyse 1,Mathématiques,12.16,2,2023,Assez Bien
1128,188,Statistiques,Mathématiques,12.99,2,2023,Assez Bien
1129,189,Béton Armé,Génie Civil,14.38,1,2020,Bien
1130,189,Hydraulique,Génie Civil,6.91,2,2020,Échec
1131,189,Béton Armé,Génie Civil,10.06,2,2020,Passable
1132,189,Topographie,Génie Civil,12.61,2,2020,Assez Bien
1133,189,Structures,Génie Civil,5.29,2,2020,Échec
1134,189,Béton Armé,Génie Civil,7.92,2,2020,Échec
1135,190,Droit Administratif,Droit,5.67,2,2020,Échec
1136,190,Droit Pénal,Droit,11.47,1,2020,Passable
1137,190,Procédure Civile,Droit,16.21,1,2020,Très Bien
1138,190,Droit Commercial,Droit,11.63,2,2020,Passable
1139,190,Droit Administratif,Droit,15.14,2,2020,Bien
1140,190,Droit Administratif,Droit,14.74,2,2020,Bien
1141,191,Mécanique,Physique,14.4,2,2020,Bien
1142,191,Thermodynamique,Physique,16.46,2,2020,Très Bien
1143,191,Électromagnétisme,Physique,5.68,2,2020,Échec
1144,191,Physique Quantique,Physique,10.74,2,2020,Passable
1145,191,Électromagnétisme,Physique,15.76,2,2020,Bien
1146,191,Optique,Physique,6.71,2,2020,Échec
1147,192,Topographie,Génie Civil,13.37,1,2022,Assez Bien
1148,192,Hydraulique,Génie Civil,3.66,1,2022,Échec
1149,192,Structures,Génie Civil,8.55,1,2022,Échec
1150,192,Matériaux,Génie Civil,11.26,2,2022,Passable
1151,192,Béton Armé,Génie Civil,13.58,2,2022,Assez Bien
1152,192,Hydraulique,Génie Civil,1.78,1,2022,Échec
1153,193,Génétique,Biologie,0.0,2,2021,Échec
1154,193,Microbiologie,Biologie,5.69,2,2021,Échec
1155,193,Physiologie,Biologie,15.08,1,2021,Bien
1156,193,Biologie Cellulaire,Biologie,17.3,2,2021,Très Bien
1157,193,Écologie,Biologie,13.16,1,2021,Assez Bien
1158,193,Écologie,Biologie,12.88,2,2021,Assez Bien
1159,194,Comptabilité,Économie,12.49,2,2023,Assez Bien
1160,194,Macroéconomie,Économie,4.31,1,2023,Échec
1161,194,Statistiques Éco,Économie,20.0,2,2023,Très Bien
1162,194,Microéconomie,Économie,14.01,1,2023,Bien
1163,194,Marketing,Économie,4.9,1,2023,Échec
1164,194,Marketing,Économie,5.97,1,2023,Échec
1165,195,Marketing,Économie,15.45,1,2020,Bien
1166,195,Comptabilité,Économie,14.47,1,2020,Bien
1167,195,Statistiques Éco,Économie,9.87,2,2020,Échec
1168,195,Statistiques Éco,Économie,15.17,1,2020,Bien
1169,195,Macroéconomie,Économie,8.82,1,2020,Échec
1170,195,Microéconomie,Économie,8.12,1,2020,Échec
1171,196,Topographie,Génie Civil,17.73,1,2020,Très Bien
1172,196,Mécanique des Sols,Génie Civil,9.7,2,2020,Échec
1173,196,Hydraulique,Génie Civil,10.44,2,2020,Passable
1174,196,Hydraulique,Génie Civil,13.39,2,2020,Assez Bien
1175,196,Hydraulique,Génie Civil,8.94,2,2020,Échec
1176,196,Mécanique des Sols,Génie Civil,8.82,1,2020,Échec
1177,197,Écologie,Biologie,7.49,2,2020,Échec
1178,197,Biochimie,Biologie,13.12,2,2020,Assez Bien
1179,197,Biologie Cellulaire,Biologie,4.58,1,2020,Échec
1180,197,Biologie Cellulaire,Biologie,13.42,2,2020,Assez Bien
1181,197,Microbiologie,Biologie,5.39,2,2020,Échec
1182,197,Biologie Cellulaire,Biologie,14.99,2,2020,Bien
1183,198,Anatomie,Médecine,7.94,1,2020,Échec
1184,198,Pathologie,Médecine,6.16,2,2020,Échec
1185,198,Pharmacologie,Médecine,6.06,2,2020,Échec
1186,198,Pathologie,Médecine,14.49,2,2020,Bien
1187,198,Biochimie Méd.,Médecine,14.24,1,2020,Bien
1188,198,Pathologie,Médecine,11.16,2,2020,Passable
1189,199,Droit Administratif,Droit,5.83,2,2021,Échec
1190,199,Droit Int.,Droit,4.43,2,2021,Échec
1191,199,Droit Int.,Droit,8.81,2,2021,Échec
1192,199,Droit Civil,Droit,12.5,1,2021,Assez Bien
1193,199,Procédure Civile,Droit,7.75,1,2021,Échec
1194,199,Procédure Civile,Droit,16.54,2,2021,Très Bien
1195,200,Droit Pénal,Droit,15.23,2,2021,Bien
1196,200,Droit Int.,Droit,13.79,1,2021,Assez Bien
1197,200,Droit Civil,Droit,18.03,2,2021,Très Bien
1198,200,Droit Pénal,Droit,12.24,2,2021,Assez Bien
1199,200,Droit Int.,Droit,6.8,1,2021,Échec
1200,200,Droit Commercial,Droit,13.21,2,2021,Assez Bien
1201,201,Structures,Génie Civil,8.95,1,2022,Échec
1202,201,Topographie,Génie Civil,10.9,2,2022,Passable
1203,201,Matériaux,Génie Civil,10.64,1,2022,Passable
1204,201,Structures,Génie Civil,6.62,1,2022,Échec
1205,201,Hydraulique,Génie Civil,9.2,1,2022,Échec
1206,201,Structures,Génie Civil,16.65,2,2022,Très Bien
1207,202,Matériaux,Génie Civil,10.85,1,2020,Passable
1208,202,Hydraulique,Génie Civil,9.12,2,2020,Échec
1209,202,Béton Armé,Génie Civil,13.55,2,2020,Assez Bien
1210,202,Béton Armé,Génie Civil,14.35,1,2020,Bien
1211,202,Béton Armé,Génie Civil,9.12,1,2020,Échec
1212,202,Topographie,Génie Civil,11.96,1,2020,Passable
1213,203,Biochimie Méd.,Médecine,9.2,2,2021,Échec
1214,203,Biochimie Méd.,Médecine,7.36,2,2021,Échec
1215,203,Pathologie,Médecine,7.18,2,2021,Échec
1216,203,Pathologie,Médecine,12.99,2,2021,Assez Bien
1217,203,Physiologie,Médecine,12.29,2,2021,Assez Bien
1218,203,Physiologie,Médecine,12.64,1,2021,Assez Bien
1219,204,Télécoms,Génie Électrique,12.05,1,2021,Assez Bien
1220,204,Énergie,Génie Électrique,15.41,2,2021,Bien
1221,204,Électronique,Génie Électrique,7.71,1,2021,Échec
1222,204,Automatique,Génie Électrique,8.56,2,2021,Échec
1223,204,Électronique,Génie Électrique,9.02,2,2021,Échec
1224,204,Automatique,Génie Électrique,10.71,2,2021,Passable
1225,205,Hydraulique,Génie Civil,3.95,1,2021,Échec
1226,205,Matériaux,Génie Civil,11.63,2,2021,Passable
1227,205,Béton Armé,Génie Civil,14.15,2,2021,Bien
1228,205,Mécanique des Sols,Génie Civil,9.68,1,2021,Échec
1229,205,Structures,Génie Civil,8.96,2,2021,Échec
1230,205,Béton Armé,Génie Civil,11.14,1,2021,Passable
1231,206,Réseaux,Informatique,7.58,2,2022,Échec
1232,206,Bases de Données,Informatique,11.41,2,2022,Passable
1233,206,Réseaux,Informatique,14.83,1,2022,Bien
1234,206,Programmation C,Informatique,4.47,2,2022,Échec
1235,206,Réseaux,Informatique,9.87,2,2022,Échec
1236,206,Algorithmique,Informatique,9.03,2,2022,Échec
1237,207,Thermochimie,Chimie,11.43,1,2021,Passable
1238,207,Biochimie,Chimie,14.99,2,2021,Bien
1239,207,Biochimie,Chimie,10.71,1,2021,Passable
1240,207,Biochimie,Chimie,12.7,1,2021,Assez Bien
1241,207,Électrochimie,Chimie,6.3,2,2021,Échec
1242,207,Électrochimie,Chimie,5.99,1,2021,Échec
1243,208,Structures,Génie Civil,8.56,1,2021,Échec
1244,208,Matériaux,Génie Civil,10.05,1,2021,Passable
1245,208,Topographie,Génie Civil,10.22,1,2021,Passable
1246,208,Béton Armé,Génie Civil,10.99,2,2021,Passable
1247,208,Mécanique des Sols,Génie Civil,11.19,2,2021,Passable
1248,208,Béton Armé,Génie Civil,17.25,2,2021,Très Bien
1249,209,Finance,Économie,7.06,1,2020,Échec
1250,209,Comptabilité,Économie,8.53,2,2020,Échec
1251,209,Macroéconomie,Économie,4.18,2,2020,Échec
1252,209,Finance,Économie,15.04,2,2020,Bien
1253,209,Microéconomie,Économie,12.38,1,2020,Assez Bien
1254,209,Comptabilité,Économie,12.21,1,2020,Assez Bien
1255,210,Macroéconomie,Économie,10.94,2,2021,Passable
1256,210,Finance,Économie,12.73,1,2021,Assez Bien
1257,210,Microéconomie,Économie,8.33,1,2021,Échec
1258,210,Statistiques Éco,Économie,8.66,1,2021,Échec
1259,210,Comptabilité,Économie,8.29,2,2021,Échec
1260,210,Comptabilité,Économie,13.24,2,2021,Assez Bien
1261,211,Pharmacologie,Médecine,19.0,1,2023,Très Bien
1262,211,Physiologie,Médecine,7.92,1,2023,Échec
1263,211,Sémiologie,Médecine,7.0,2,2023,Échec
1264,211,Anatomie,Médecine,8.6,2,2023,Échec
1265,211,Anatomie,Médecine,8.89,1,2023,Échec
1266,211,Pharmacologie,Médecine,15.62,1,2023,Bien
1267,212,Optique,Physique,5.08,1,2021,Échec
1268,212,Thermodynamique,Physique,4.41,1,2021,Échec
1269,212,Électromagnétisme,Physique,11.47,1,2021,Passable
1270,212,Thermodynamique,Physique,5.21,2,2021,Échec
1271,212,Optique,Physique,15.91,1,2021,Bien
1272,212,Électromagnétisme,Physique,13.86,2,2021,Assez Bien
1273,213,Matériaux,Génie Civil,17.95,2,2020,Très Bien
1274,213,Matériaux,Génie Civil,10.36,2,2020,Passable
1275,213,Béton Armé,Génie Civil,15.47,2,2020,Bien
1276,213,Structures,Génie Civil,11.03,1,2020,Passable
1277,213,Béton Armé,Génie Civil,19.39,2,2020,Très Bien
1278,213,Matériaux,Génie Civil,14.33,2,2020,Bien
1279,214,Relativité,Physique,8.28,1,2022,Échec
1280,214,Physique Quantique,Physique,13.55,2,2022,Assez Bien
1281,214,Mécanique,Physique,13.61,1,2022,Assez Bien
1282,214,Thermodynamique,Physique,15.2,1,2022,Bien
1283,214,Optique,Physique,8.6,2,2022,Échec
1284,214,Optique,Physique,3.86,1,2022,Échec
1285,215,Électrochimie,Chimie,3.8,2,2023,Échec
1286,215,Biochimie,Chimie,10.78,2,2023,Passable
1287,215,Biochimie,Chimie,8.13,2,2023,Échec
1288,215,Chimie Analytique,Chimie,11.88,1,2023,Passable
1289,215,Thermochimie,Chimie,14.45,1,2023,Bien
1290,215,Biochimie,Chimie,10.09,1,2023,Passable
1291,216,Procédure Civile,Droit,2.48,1,2022,Échec
1292,216,Droit Administratif,Droit,12.27,2,2022,Assez Bien
1293,216,Droit Administratif,Droit,4.16,1,2022,Échec
1294,216,Procédure Civile,Droit,9.33,1,2022,Échec
1295,216,Droit Int.,Droit,9.07,2,2022,Échec
1296,216,Procédure Civile,Droit,11.69,2,2022,Passable
1297,217,Topographie,Génie Civil,14.02,1,2020,Bien
1298,217,Béton Armé,Génie Civil,17.13,2,2020,Très Bien
1299,217,Hydraulique,Génie Civil,14.99,1,2020,Bien
1300,217,Structures,Génie Civil,9.31,1,2020,Échec
1301,217,Hydraulique,Génie Civil,8.34,1,2020,Échec
1302,217,Béton Armé,Génie Civil,5.3,2,2020,Échec
1303,218,Physiologie,Biologie,13.02,2,2023,Assez Bien
1304,218,Biologie Cellulaire,Biologie,20.0,2,2023,Très Bien
1305,218,Écologie,Biologie,16.17,1,2023,Très Bien
1306,218,Biologie Cellulaire,Biologie,7.46,1,2023,Échec
1307,218,Physiologie,Biologie,4.58,2,2023,Échec
1308,218,Génétique,Biologie,15.91,1,2023,Bien
1309,219,Analyse Numérique,Mathématiques,10.58,1,2020,Passable
1310,219,Analyse 1,Mathématiques,5.04,1,2020,Échec
1311,219,Analyse Numérique,Mathématiques,13.85,1,2020,Assez Bien
1312,219,Topologie,Mathématiques,12.23,2,2020,Assez Bien
1313,219,Algèbre 1,Mathématiques,11.5,2,2020,Passable
1314,219,Analyse Numérique,Mathématiques,10.29,2,2020,Passable
1315,220,Analyse 1,Mathématiques,16.29,1,2022,Très Bien
1316,220,Probabilités,Mathématiques,8.82,2,2022,Échec
1317,220,Statistiques,Mathématiques,10.09,2,2022,Passable
1318,220,Statistiques,Mathématiques,16.97,2,2022,Très Bien
1319,220,Topologie,Mathématiques,11.47,1,2022,Passable
1320,220,Analyse 1,Mathématiques,2.71,2,2022,Échec
1321,221,Pharmacologie,Médecine,7.58,2,2023,Échec
1322,221,Physiologie,Médecine,10.29,2,2023,Passable
1323,221,Anatomie,Médecine,16.3,1,2023,Très Bien
1324,221,Pathologie,Médecine,6.03,2,2023,Échec
1325,221,Anatomie,Médecine,13.3,2,2023,Assez Bien
1326,221,Biochimie Méd.,Médecine,9.68,1,2023,Échec
1327,222,Relativité,Physique,10.33,2,2022,Passable
1328,222,Mécanique,Physique,10.33,2,2022,Passable
1329,222,Thermodynamique,Physique,11.08,2,2022,Passable
1330,222,Mécanique,Physique,15.53,2,2022,Bien
1331,222,Physique Quantique,Physique,13.62,2,2022,Assez Bien
1332,222,Mécanique,Physique,1.78,2,2022,Échec
1333,223,Physique Quantique,Physique,18.67,1,2020,Très Bien
1334,223,Optique,Physique,18.65,2,2020,Très Bien
1335,223,Relativité,Physique,12.92,2,2020,Assez Bien
1336,223,Mécanique,Physique,11.83,2,2020,Passable
1337,223,Physique Quantique,Physique,9.96,1,2020,Échec
1338,223,Physique Quantique,Physique,9.95,1,2020,Échec
1339,224,Automatique,Génie Électrique,13.38,2,2023,Assez Bien
1340,224,Électrotechnique,Génie Électrique,7.72,1,2023,Échec
1341,224,Signal,Génie Électrique,5.69,1,2023,Échec
1342,224,Automatique,Génie Électrique,15.75,1,2023,Bien
1343,224,Signal,Génie Électrique,5.71,1,2023,Échec
1344,224,Électronique,Génie Électrique,10.43,1,2023,Passable
1345,225,Matériaux,Génie Civil,9.77,1,2020,Échec
1346,225,Matériaux,Génie Civil,5.78,1,2020,Échec
1347,225,Structures,Génie Civil,7.26,2,2020,Échec
1348,225,Structures,Génie Civil,10.79,2,2020,Passable
1349,225,Mécanique des Sols,Génie Civil,11.31,1,2020,Passable
1350,225,Mécanique des Sols,Génie Civil,18.14,2,2020,Très Bien
1351,226,Matériaux,Génie Civil,1.67,2,2022,Échec
1352,226,Hydraulique,Génie Civil,14.98,1,2022,Bien
1353,226,Mécanique des Sols,Génie Civil,5.66,2,2022,Échec
1354,226,Hydraulique,Génie Civil,12.04,1,2022,Assez Bien
1355,226,Matériaux,Génie Civil,5.84,1,2022,Échec
1356,226,Mécanique des Sols,Génie Civil,7.89,1,2022,Échec
1357,227,Optique,Physique,4.91,1,2020,Échec
1358,227,Mécanique,Physique,20.0,2,2020,Très Bien
1359,227,Électromagnétisme,Physique,7.96,2,2020,Échec
1360,227,Physique Quantique,Physique,5.64,2,2020,Échec
1361,227,Physique Quantique,Physique,7.69,2,2020,Échec
1362,227,Optique,Physique,9.54,2,2020,Échec
1363,228,Programmation C,Informatique,17.46,1,2021,Très Bien
1364,228,Réseaux,Informatique,16.0,1,2021,Très Bien
1365,228,Algorithmique,Informatique,7.04,2,2021,Échec
1366,228,Systèmes d'exploitation,Informatique,6.29,1,2021,Échec
1367,228,Programmation C,Informatique,4.21,2,2021,Échec
1368,228,IA,Informatique,11.83,2,2021,Passable
1369,229,Droit Pénal,Droit,4.94,1,2023,Échec
1370,229,Droit Commercial,Droit,15.39,1,2023,Bien
1371,229,Droit Civil,Droit,7.81,1,2023,Échec
1372,229,Droit Commercial,Droit,14.96,2,2023,Bien
1373,229,Droit Pénal,Droit,5.01,2,2023,Échec
1374,229,Droit Civil,Droit,4.51,1,2023,Échec
1375,230,Mécanique des Sols,Génie Civil,11.8,2,2022,Passable
1376,230,Structures,Génie Civil,13.34,1,2022,Assez Bien
1377,230,Hydraulique,Génie Civil,12.73,1,2022,Assez Bien
1378,230,Béton Armé,Génie Civil,8.54,1,2022,Échec
1379,230,Hydraulique,Génie Civil,11.7,1,2022,Passable
1380,230,Topographie,Génie Civil,10.56,1,2022,Passable
1381,231,Automatique,Génie Électrique,14.14,1,2022,Bien
1382,231,Automatique,Génie Électrique,9.67,2,2022,Échec
1383,231,Télécoms,Génie Électrique,13.32,2,2022,Assez Bien
1384,231,Télécoms,Génie Électrique,15.31,1,2022,Bien
